kant_CODE,kant_name,keskus_CODE,keskus_name,population,workers,share_to_center,top_pt_dest,n_trips_to_top,total_outbound_trips,n_trips_to_keskus,n_services_to_keskus,median_travel_time_min,avg_travel_time_min,min_travel_time_min,max_travel_time_min,first_departure_hour,last_departure_hour,service_span_hours,avg_frequency_min,am_peak_services,off_peak_services,hours_with_service,cv_hourly,pm_return_services,pm_return_hours_covered,prop_to_keskus,pt_matches_commute,has_pt_service,has_am_service,has_pm_return,return_feasible,is_center
K058,Haage,K674,Tartu linn,NA,NA,NA,K674,28,41,28,28,19,26.2,12,176,6,21,15,32.8,6,22,13,0.5309310266899467,7,4,0.6829268292682927,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K059,Haamse-Hakjala,K270,Kuressaare linn,NA,NA,NA,K270,11,11,11,11,19,20.1,18,27,6,21,15,85.2,3,8,10,0.28747978728803447,3,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K060,Haanja,K813,Võru linn,NA,NA,NA,K813,11,13,11,11,23,26.5,21,41,7,17,10,64.7,1,10,7,0.3401506715249038,4,3,0.8461538461538461,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K061,Haapsalu linn,K061,Haapsalu linn,NA,NA,NA,K722,54,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
K062,Habaja,K663,Tallinn,NA,NA,NA,K245,7,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K064,Haeska,K270,Kuressaare linn,NA,NA,NA,K270,5,6,5,5,25,50.2,21,109,6,15,9,140.5,2,3,4,0.4,2,2,0.8333333333333334,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K065,Hageri,K663,Tallinn,NA,NA,NA,K663,21,29,21,21,47,46.5,42,52,5,22,17,49.5,4,17,18,0.3286992809345873,6,4,0.7241379310344828,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K066,Hagudi,K663,Tallinn,NA,NA,NA,K554,19,36,15,15,40,41.5,39,53,5,21,16,68.1,4,11,12,0.36181361349331637,5,4,0.4166666666666667,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K067,Haiba-Kernu,K663,Tallinn,NA,NA,NA,K663,13,19,13,13,64,54.7,32,70,6,22,16,80.8,3,10,9,0.36487819155789,4,4,0.6842105263157895,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K068,Haimre-Kasti,K663,Tallinn,NA,NA,NA,K417,5,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K069,Halinga,K531,Pärnu linn,NA,NA,NA,K532,16,30,15,15,24,23.3,20,26,6,20,14,58.9,4,11,11,0.36998498468030955,5,3,0.5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K070,Haljala,K545,Rakvere linn,NA,NA,NA,K545,21,41,21,21,14,16.7,13,20,7,19,12,37.6,4,17,12,0.4948716593053935,7,3,0.5121951219512195,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K071,Haljava,K663,Tallinn,NA,NA,NA,K540,9,9,5,5,55,54,51,56,6,19,13,193.8,2,3,5,0,2,3,0.5555555555555556,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K072,Halliku,K674,Tartu linn,NA,NA,NA,K301,4,7,2,2,102.5,102.5,95,110,7,16,9,540,1,1,2,0,1,1,0.2857142857142857,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K073,Halliste,K789,Viljandi linn,NA,NA,NA,K006,15,28,13,13,44,42.5,33,50,4,19,15,73.7,5,8,9,0.5029498781008469,5,4,0.4642857142857143,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K074,Hanikase,K813,Võru linn,NA,NA,NA,K336,7,13,5,5,42,55.2,33,112,6,17,11,164.2,1,4,5,0,2,2,0.38461538461538464,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K075,Hargla,K740,Valga linn,NA,NA,NA,K740,4,8,4,4,38,38.5,35,43,6,16,10,201.7,2,2,4,0,1,1,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K076,Harju-Risti,K663,Tallinn,NA,NA,NA,K456,13,17,10,10,80.5,83.5,74,98,5,21,16,105.6,1,9,9,0.30000000000000004,3,4,0.5882352941176471,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K077,Harku,K663,Tallinn,NA,NA,NA,K663,6,12,6,6,12.5,12.2,9,15,7,20,13,156,2,4,6,0,4,4,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K078,Harkujärve,K663,Tallinn,NA,NA,NA,K663,375,494,375,375,10,12.7,1,59,0,23,23,3,66,309,20,0.43599452756906876,111,4,0.7591093117408907,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K079,Heimtali,K789,Viljandi linn,NA,NA,NA,K789,44,67,44,44,11.5,15.2,7,33,5,23,18,24.5,11,33,18,0.6761798956911528,13,4,0.6567164179104478,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K081,Hellenurme,K049,Elva linn,NA,NA,NA,K049,7,14,7,7,15,15,14,17,6,17,11,114.2,2,5,6,0.34992710611188255,3,3,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K083,Himmaste,K523,Põlva linn,NA,NA,NA,K523,21,34,21,21,10,11.6,8,27,7,23,16,48.6,6,15,12,0.4948716593053935,5,4,0.6176470588235294,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K084,Hirvli,K663,Tallinn,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
K085,Holdre-Koorküla,K740,Valga linn,NA,NA,NA,K082,5,6,2,2,59,59,37,81,6,17,11,634,1,1,2,0,1,1,0.3333333333333333,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K086,Holstre,K789,Viljandi linn,NA,NA,NA,K402,11,21,10,10,14,15.9,13,30,5,20,15,96.9,2,8,9,0.30000000000000004,3,3,0.47619047619047616,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K087,Holvandi,K523,Põlva linn,NA,NA,NA,K523,5,9,5,5,16,31.8,6,110,6,16,10,141.8,0,5,5,0,3,3,0.5555555555555556,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
K088,Hulja,K545,Rakvere linn,NA,NA,NA,K145,18,35,17,17,12,11.8,11,13,6,21,15,57.6,4,13,13,0.36735282343519987,4,4,0.4857142857142857,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K089,Hummuli,K740,Valga linn,NA,NA,NA,K740,13,26,13,13,20,20.4,17,24,7,21,14,69.2,2,11,10,0.3715737627228061,5,4,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K090,Härgla,K663,Tallinn,NA,NA,NA,K553,6,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K091,Häädemeeste,K531,Pärnu linn,NA,NA,NA,K531,15,28,15,15,41,45.7,37,115,6,19,13,53.5,4,11,10,0.35136418446315326,4,3,0.5357142857142857,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K092,Hüüru,K663,Tallinn,NA,NA,NA,K663,61,109,61,61,22,23.9,9,56,6,23,17,17.1,15,46,18,0.5999668011745806,22,4,0.5596330275229358,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K093,Ignase,K674,Tartu linn,NA,NA,NA,K570,13,14,9,9,47,48.3,35,69,6,18,12,89.8,0,9,7,0.5879447357921312,4,4,0.6428571428571429,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
K094,Ihamaru,K523,Põlva linn,NA,NA,NA,K258,8,11,7,7,9,9.6,9,11,7,19,12,120,2,5,6,0.34992710611188255,1,1,0.6363636363636364,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K095,Iide,K270,Kuressaare linn,NA,NA,NA,K648,6,6,4,4,75,75.2,61,90,6,16,10,198.7,1,3,4,0,2,2,0.6666666666666666,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K096,Iisaku,K118,Jõhvi linn,NA,NA,NA,K118,12,26,12,12,37.5,35.1,27,40,6,18,12,63.3,2,10,9,0.375,4,4,0.46153846153846156,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K097,Illuka,K118,Jõhvi linn,NA,NA,NA,K118,7,14,7,7,22,22.1,20,24,6,19,13,129.7,2,5,7,0,2,2,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K098,Ilmatsalu,K674,Tartu linn,NA,NA,NA,K674,22,30,22,22,24,24,18,33,6,21,15,40.7,5,17,14,0.41122210987382257,8,3,0.7333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K100,Imavere,K663,Tallinn,NA,NA,NA,K522,9,19,3,3,80,81,79,84,17,19,2,73,0,3,2,0.47140452079103173,1,1,0.15789473684210525,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
K101,Ingliste,K554,Rapla,NA,NA,NA,K554,8,15,8,8,13.5,13.4,12,14,7,19,12,100.6,3,5,7,0.3307189138830739,3,3,0.5333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K102,Irta,K531,Pärnu linn,NA,NA,NA,K241,7,12,5,5,40,40.6,40,42,5,16,11,156.2,1,4,5,0,2,2,0.4166666666666667,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K103,Jaama,K674,Tartu linn,NA,NA,NA,K301,3,6,2,2,71,71,66,76,6,15,9,520,1,1,2,0,1,1,0.3333333333333333,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K104,Jaanimõisa,K523,Põlva linn,NA,NA,NA,K329,10,21,5,5,48,46.6,26,75,7,15,8,122.8,2,3,4,0.4,2,1,0.23809523809523808,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K105,Jalase-Koikse,K554,Rapla,NA,NA,NA,K554,14,24,14,14,16,18,16,28,7,19,12,54.8,3,11,12,0.33364240464065276,6,4,0.5833333333333334,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K106,Jalgsema,K663,Tallinn,NA,NA,NA,K124,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K107,Jalukse,K061,Haapsalu linn,NA,NA,NA,K257,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K109,Jeti,K740,Valga linn,NA,NA,NA,K085,3,3,1,1,30,30,30,30,17,17,0,NA,0,1,1,NA,0,0,0.3333333333333333,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
K110,Joaveski,K663,Tallinn,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
K111,Juminda,K663,Tallinn,NA,NA,NA,K663,2,3,2,2,88.5,88.5,88,89,6,13,7,418,1,1,2,0,0,0,0.6666666666666666,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
K112,Juuru,K663,Tallinn,NA,NA,NA,K553,13,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K113,Jõelähtme,K663,Tallinn,NA,NA,NA,K663,39,71,39,39,30,32.7,10,71,6,22,16,25.9,9,30,15,0.455083060238432,14,4,0.5492957746478874,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K114,Jõesuu,K531,Pärnu linn,NA,NA,NA,K683,5,8,4,4,47.5,48,36,61,6,18,12,236,2,2,4,0,1,1,0.5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K115,Jõgeva linn,K115,Jõgeva linn,NA,NA,NA,K619,45,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
K116,Jõgeva ümbrus,K115,Jõgeva linn,NA,NA,NA,K115,35,57,35,35,8,14.6,5,63,6,19,13,22.8,8,27,14,0.5602197371087115,17,4,0.6140350877192983,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K117,Jõgeveste,K674,Tartu linn,NA,NA,NA,K703,22,35,2,2,77,77,67,87,6,8,2,160,1,1,2,0,1,1,0.05714285714285714,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K118,Jõhvi linn,K118,Jõhvi linn,NA,NA,NA,K225,347,418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
K119,Jõuga,K118,Jõhvi linn,NA,NA,NA,K118,7,14,7,7,34,33.3,29,34,6,18,12,114.2,2,5,7,0,3,3,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K120,Jõõpre,K531,Pärnu linn,NA,NA,NA,K531,10,20,10,10,23,23.6,22,25,6,19,13,87.1,2,8,9,0.30000000000000004,3,3,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K121,Jämejala,K789,Viljandi linn,NA,NA,NA,K789,54,55,54,54,10,8.3,2,12,6,20,14,16.3,10,44,15,0.3450327796711771,9,4,0.9818181818181818,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K122,Jäneda,K663,Tallinn,NA,NA,NA,K010,16,32,8,8,50,50,49,51,6,23,17,145.3,2,6,8,0,2,3,0.25,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K123,Järlepa,K663,Tallinn,NA,NA,NA,K090,4,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K125,Järva-Jaani,K663,Tallinn,NA,NA,NA,K124,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K124,Järva-Jaani alev,K663,Tallinn,NA,NA,NA,K125,16,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K127,Järvakandi,K663,Tallinn,NA,NA,NA,K126,16,16,2,2,83,83,82,84,7,16,9,562,1,1,2,0,0,0,0.125,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
K126,Järvakandi alev,K663,Tallinn,NA,NA,NA,K127,16,22,2,2,80,80,79,81,7,16,9,562,1,1,2,0,0,0,0.09090909090909091,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
K128,Järve,K225,Kohtla-Järve linn,NA,NA,NA,K225,128,131,128,128,3,8.2,1,20,5,23,18,8.3,18,110,19,0.45305764585618685,37,4,0.9770992366412213,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K129,Järvselja,K674,Tartu linn,NA,NA,NA,K389,3,4,2,2,120,120,80,160,7,16,9,505,0,2,2,0,1,1,0.5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
K130,Jäärja,K531,Pärnu linn,NA,NA,NA,K208,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K131,Jüri,K663,Tallinn,NA,NA,NA,K663,115,174,115,115,28,28.4,19,44,0,23,23,9.8,21,94,20,0.5667116316306996,30,4,0.6609195402298851,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K132,Kaagjärve,K740,Valga linn,NA,NA,NA,K740,20,30,20,20,13,13.2,7,19,7,20,13,42.3,6,14,11,0.4806245936279166,7,4,0.6666666666666666,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K133,Kaagvere,K674,Tartu linn,NA,NA,NA,K674,23,36,23,23,27,28.1,19,65,6,20,14,38.4,5,18,12,0.5653693927569556,6,4,0.6388888888888888,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K134,Kaalepi,K663,Tallinn,NA,NA,NA,K012,7,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K135,Kaansoo,K531,Pärnu linn,NA,NA,NA,K639,6,8,3,3,76,80.3,63,102,13,17,4,110,0,3,3,0,1,1,0.375,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
K136,Kaarepere,K674,Tartu linn,NA,NA,NA,K115,11,20,9,9,38,45.2,28,74,6,17,11,85.1,2,7,9,0,3,2,0.45,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K137,Kaarma,K270,Kuressaare linn,NA,NA,NA,K270,15,18,15,15,9,22.3,7,123,6,20,14,59.1,4,11,12,0.4972652484064488,5,4,0.8333333333333334,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K139,Kabala,K663,Tallinn,NA,NA,NA,K440,10,19,6,6,97.5,97.5,92,101,7,16,9,111,1,5,6,0,3,3,0.3157894736842105,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K140,Kabala,K663,Tallinn,NA,NA,NA,K553,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K141,Kaberneeme,K663,Tallinn,NA,NA,NA,K663,4,7,4,4,55.5,55.5,53,58,6,19,13,256.7,1,3,4,0,1,2,0.5714285714285714,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K142,Kabli,K531,Pärnu linn,NA,NA,NA,K531,9,18,9,9,53,56,47,94,6,17,11,85.8,2,7,9,0,2,2,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K143,Kadila,K545,Rakvere linn,NA,NA,NA,K545,5,10,5,5,20,20.2,19,21,7,16,9,145.8,1,4,4,0.4,2,2,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K144,Kadjaste,K663,Tallinn,NA,NA,NA,K827,5,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K145,Kadrina,K663,Tallinn,NA,NA,NA,K670,26,52,4,4,77.5,77.8,76,80,6,18,12,258.7,1,3,4,0,1,1,0.07692307692307693,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K146,Kahala,K663,Tallinn,NA,NA,NA,K663,22,45,22,22,59,60.2,34,74,6,22,16,45.3,5,17,15,0.43632305006058036,7,4,0.4888888888888889,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K147,Kahkva,K523,Põlva linn,NA,NA,NA,K828,12,27,8,8,74.5,74.5,24,143,6,21,15,128.7,1,7,7,0.3307189138830739,1,1,0.2962962962962963,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K148,Kahula,K118,Jõhvi linn,NA,NA,NA,K224,12,23,11,11,12,11.2,9,12,6,20,14,87.5,2,9,10,0.28747978728803447,2,2,0.4782608695652174,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K150,Kaisma,K663,Tallinn,NA,NA,NA,K530,5,11,2,2,95,95,93,97,6,16,10,564,1,1,2,0,0,0,0.18181818181818182,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
K151,Kaiu,K663,Tallinn,NA,NA,NA,K259,12,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K152,Kajamaa,K663,Tallinn,NA,NA,NA,K205,32,63,31,31,27,29.3,14,61,6,22,16,31.8,7,24,15,0.49973978660740864,11,4,0.49206349206349204,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K153,Kalana,K521,Põltsamaa linn,NA,NA,NA,K521,8,10,8,8,21.5,22.4,9,40,6,18,12,101.3,3,5,7,0.33071891388307384,3,3,0.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K154,Kallaste linn,K674,Tartu linn,NA,NA,NA,K017,12,23,11,11,66,69.8,55,85,6,18,12,74,4,7,9,0.5454545454545455,5,4,0.4782608695652174,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K155,Kallaste ümbrus,K674,Tartu linn,NA,NA,NA,K154,14,23,10,10,67,69.4,59,84,6,18,12,82.2,3,7,9,0.30000000000000004,5,4,0.43478260869565216,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K156,Kallavere,K663,Tallinn,NA,NA,NA,K374,81,81,40,40,47,42.4,22,56,5,22,17,26.4,4,36,18,0.4514681931340952,11,4,0.49382716049382713,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K157,Kalma-Vilusi,K663,Tallinn,NA,NA,NA,K403,8,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K159,Kamari,K521,Põltsamaa linn,NA,NA,NA,K521,9,9,9,9,12,14.1,7,25,6,18,12,85.1,4,5,6,0.5577733510227171,2,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K160,Kambja,K674,Tartu linn,NA,NA,NA,K674,26,46,26,26,29,34.7,22,106,6,22,16,39.8,6,20,12,0.6769866467290042,7,4,0.5652173913043478,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K162,Kanama-Tänassilma,K663,Tallinn,NA,NA,NA,K308,78,80,75,75,29,29.6,3,43,0,23,23,15.5,12,63,20,0.404651319111256,3,2,0.9375,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K163,Kanepi,K674,Tartu linn,NA,NA,NA,K613,11,29,8,8,49,51.5,48,65,7,19,12,101,1,7,7,0.3307189138830739,4,3,0.27586206896551724,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K164,Karala,K270,Kuressaare linn,NA,NA,NA,K373,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
K165,Kareda,K458,Paide linn,NA,NA,NA,K785,7,9,6,6,24,25.2,23,32,7,18,11,138,3,3,5,0.37267799624996506,3,2,0.6666666666666666,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K167,Karilatsi,K674,Tartu linn,NA,NA,NA,K094,2,3,1,1,50,50,50,50,8,8,0,NA,0,1,1,NA,1,1,0.3333333333333333,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
K168,Karinu,K663,Tallinn,NA,NA,NA,K124,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K169,Karitsa,K545,Rakvere linn,NA,NA,NA,K545,31,41,31,31,8,14.7,5,103,6,20,14,28.6,8,23,15,0.465072631317704,10,4,0.7560975609756098,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K170,Karja,K270,Kuressaare linn,NA,NA,NA,K270,8,11,8,8,45,51.6,30,94,6,19,13,112.7,2,6,8,0,3,3,0.7272727272727273,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K171,Karjaküla,K663,Tallinn,NA,NA,NA,K192,42,71,25,25,44,44,39,49,6,23,17,40.8,4,21,18,0.4375331920182136,7,4,0.352112676056338,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K174,Karksi-Nuia,K789,Viljandi linn,NA,NA,NA,K789,11,27,11,11,45,44.1,36,52,6,19,13,73.3,4,7,9,0.5454545454545455,3,2,0.4074074074074074,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K172,Karksi,K789,Viljandi linn,NA,NA,NA,K789,10,20,10,10,39,38.5,33,42,6,19,13,81.4,3,7,9,0.30000000000000004,3,2,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K175,Karkuse,K663,Tallinn,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
K176,Karula,K789,Viljandi linn,NA,NA,NA,K789,44,62,44,44,16,18.5,3,69,6,20,14,19.3,10,34,14,0.5834657616156663,13,4,0.7096774193548387,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K177,Kasari,K663,Tallinn,NA,NA,NA,K210,7,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
K179,Kassinurme,K115,Jõgeva linn,NA,NA,NA,K115,12,22,12,12,12.5,12.2,9,18,6,21,15,80.7,2,10,9,0.375,5,4,0.5454545454545454,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K180,Kastna,K531,Pärnu linn,NA,NA,NA,K531,4,8,4,4,57.5,60,53,72,6,19,13,267.7,1,3,4,0,2,2,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K182,Kauksi-Kuru,K118,Jõhvi linn,NA,NA,NA,K096,12,22,10,10,50.5,48,38,57,7,18,11,71.3,1,9,8,0.3703280399090206,3,3,0.45454545454545453,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K181,Kauksi,K523,Põlva linn,NA,NA,NA,K523,11,21,11,11,20,29.5,15,100,7,22,15,90.3,2,9,10,0.28747978728803447,3,2,0.5238095238095238,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K184,Kavandi,K270,Kuressaare linn,NA,NA,NA,K447,3,4,2,2,65,65,63,67,9,15,6,389,0,2,2,0,0,0,0.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
K185,Kavaru,K531,Pärnu linn,NA,NA,NA,K531,11,21,11,11,47,43.9,33,53,6,20,14,87.3,1,10,9,0.36078426969062594,4,4,0.5238095238095238,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K186,Kavastu,K674,Tartu linn,NA,NA,NA,K674,5,5,5,5,41,43.2,31,60,6,17,11,157.2,2,3,5,0,3,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
K187,Keava,K663,Tallinn,NA,NA,NA,K554,12,25,8,8,46,48.1,44,54,6,21,15,129,2,6,8,0,3,3,0.32,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K188,Keeni,K674,Tartu linn,NA,NA,NA,K689,11,21,4,4,56,56.8,56,59,6,17,11,223,2,2,4,0,2,2,0.19047619047619047,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K189,Kehra,K663,Tallinn,NA,NA,NA,K190,25,45,15,15,47,46.8,46,50,5,21,16,67.8,2,13,14,0.24944382578492935,3,3,0.3333333333333333,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K190,Kehra linn,K663,Tallinn,NA,NA,NA,K189,25,56,23,23,42,38.9,32,43,5,23,18,49.5,4,19,17,0.44816365495844135,5,4,0.4107142857142857,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
K191,Kehtna,K663,Tallinn,NA,NA,NA,K553,20,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
